cluster_id,cluster_name,entity_ids,cluster_vector
0,apple,['10'],"[-1.0647108554840088, 0.815371572971344, 0.4092673063278198, 0.5473306179046631, 0.2804901599884033, -0.27808693051338196, 0.7773821353912354, 1.0942975282669067, -0.022830519825220108, -0.2480488121509552, -0.16202576458454132, -0.6490293145179749, -0.5565926432609558, -0.3667125403881073, -1.1446678638458252, -0.05290074273943901, 0.17635105550289154, -0.1322472244501114, -0.868801474571228, -1.5217795372009277, 1.0839709043502808, -0.34459036588668823, -0.015081029385328293, -0.7917225360870361, 0.19400489330291748, 1.077419638633728, 0.0023349083494395018, 1.0930598974227905, 0.11491959542036057, -0.19433286786079407, 0.4378478229045868, -0.5364704728126526, 0.6708289384841919, -0.06705284118652344, 0.1205207109451294, -0.3017123341560364, 0.28902190923690796, -0.19363422691822052, 0.12690071761608124, -0.559442400932312, 0.16448813676834106, -0.7793773412704468, 0.3107360303401947, -0.8403139710426331, -0.20161357522010803, -1.3274226188659668, -0.2336193323135376, -0.4479324221611023, 0.7700786590576172, 0.9411885738372803, -0.05513454228639603, -0.03828968107700348, 0.9181749820709229, -0.850227952003479, -0.36375460028648376, -0.1546168178319931, 0.8105954527854919, 1.6171749830245972, 0.14222000539302826, -0.44331103563308716, 0.4393095374107361, -0.00789574347436428, 0.2300889790058136, -0.0898885503411293, -0.2802625000476837, 0.1432339996099472, 0.3574388921260834, 0.12186866253614426, -0.6726072430610657, 0.007374919950962067, 0.20782385766506195, -0.43708112835884094, 0.31236502528190613, -0.6951630115509033, -0.14575140178203583, 0.4235716164112091, 0.7025449872016907, -0.41949617862701416, 0.18722431361675262, 0.4548203945159912, -1.3634833097457886, -0.06558018177747726, -0.8316977024078369, 0.9007205367088318, -0.384299099445343, 0.27418214082717896, 0.3171032667160034, 0.49972957372665405, 0.5769751667976379, -0.47898226976394653, -0.03645211458206177, -0.7811711430549622, 0.9495561122894287, 0.14595073461532593, 0.35767295956611633, 0.7658918499946594, -0.05285484343767166, -0.18890441954135895, 0.25483572483062744, 0.6827980279922485]"
